Taxon,CopyNumber
Pseudomonas alvandae,1
Actinomadura graeca,1
Polaribacter sp. R2A056_3_33,1
Polaribacter sp. AHE13PA,1
Polaribacter sp. HaHaR_3_91,1
Pseudomonas tolaasii,1
Rhodococcus globerulus,1
Agrobacterium sp. S7/73,1
Macrococcus sp. 19Msa1099,1
Nonomuraea coxensis,1
Massilia sp. PAMC28688,1
Pseudomonas sp. So3.2b,1
Pseudochrobactrum sp. Wa41.01b-1,1
Nocardiopsis sp. MT53,1
Flavobacterium sp. CHNK8,1
Pseudomonas sp. DR208,1
Natrinema sp. SYSU A 869,1
Bacteroides nordii,1
Granulicatella adiacens,1
Arthrobacter sp. StoSoilB19,1
Arthrobacter sp. NicSoilB4,1
Arthrobacter sp. NicSoilB8,1
Arthrobacter sp. NicSoilB11,1
Calothrix sp. PCC 7716,1
Bacteroides stercoris,1
Bacteroides faecis,1
Macrococcus armenti,8
Nonomuraea gerenzanensis,1
Blautia sp. NBRC 113351,1
Pseudochrobactrum sp. XF203,1
Pseudomonas sp. HS-18,1
Echinicola sp. SCS 3-6,1
Lentilactobacillus laojiaonis,1
Cupriavidus sp. MP-37,1
Granulicatella elegans,1
Coprococcus eutactus,1
Pseudomonas sp. HN2,1
Streptomyces sp. MA3_2.13,1
Rhodococcus sp. C1,1
Chryseobacterium sp. C-17,1
Flavobacterium sp. F-70,1
Flavobacterium sp. F-340,1
Tannockella kyphosi,1
Methylorubrum sp. B1-46,1
Methanococcoides orentis,1
Pseudomonas sp. HN11,1
Paradesulfovibrio bizertensis,1
Pseudomonas sp. KNUC1026,1
Thiothrix sp. CT3,1
Arthrobacter sp. FW306-2-2C-D06B,1
Arthrobacter sp. FW306-07-I,1
Arthrobacter sp. FW306-05-C,1
Marinobacterium sediminicola,1
Macrococcus brunensis,2
Wielerella bovis,5
Cupriavidus taiwanensis,1
Gluconobacter frateurii,1
Pseudomonas sp. MPFS,1
Pseudomonas syringae group genomosp. 7,2
Psychrobacter sp. PraFG1,1
Comamonas sp. 7D-2,1
Pseudomonas sp. M1,1
Methylobacter sp. S3L5C,1
Chryseobacterium sp. ADR-1,1
Enterococcus innesii,1
Arthrobacter sp. zg-Y462,1
Caballeronia sp. SL2Y3,1
Caballeronia sp. Lep1P3,1
Caballeronia grimmiae,1
Hymenobacter sp. 5420S-77,1
Sellimonas intestinalis,1
Chitinophaga filiformis,1
Arthrobacter sp. Helios,1
Pseudomonas sp. CYM-20-01,1
Caballeronia sp. Sq4a,1
Chryseobacterium nepalense,1
Pseudomonas tremae,2
Thiomicrospira microaerophila,1
Apilactobacillus sp. SG5_A10,1
Methylobacterium tardum,1
Actinomadura madurae,2
Paucilactobacillus oligofermentans,1
Pseudomonas cerasi,2
Fusobacterium gastrosuis,1
Levilactobacillus zymae,1
Megamonas hypermegale,1
Streptococcus acidominimus,1
Dialister massiliensis,1
Streptococcus ferus,1
Pseudomonas mucidolens,1
Petrocella atlantisensis,1
Lautropia mirabilis,1
Prevotella oris,1
Porphyromonas cangingivalis,1
Alteromonas sp. 76-1,1
Pseudomonas marincola,1
Chryseobacterium taihuense,1
Corynebacterium rouxii,1
Flavobacterium sp. CECT 9288,1
Rhodovastum atsumiense,1
Clostridium sp. M3/9,1
[Clostridium] colinum,1
Dolichospermum,2
Aphanizomenon,1
Lacticaseibacillus,5
Hahella,2
Delftia,6
Lachnoclostridium,5
Methylorubrum,4
Actinosynnema,2
Maridesulfovibrio,1
Jonesia,1
Streptobacillus,1
Chromohalobacter,1
Arcobacter,7
Kyrpidia,2
Acetohalobium,1
Thermoanaerobacterium,3
Lachnospira,1
Weeksella,1
Lentilactobacillus,6
Roseburia,3
Thermobacillus,1
Acetobacterium,1
Tetragenococcus,3
Halobacteroides,1
Barnesiella,1
Nitrospirillum,1
Thermanaerosceptrum,1
Apilactobacillus,3
Asaia,1
Haematospirillum,1
Lentzea,1
Cloacibacillus,1
Dialister,3
Kozakia,1
Jeongeupia,2
Aquaspirillum,1
Nonomuraea,4
Histophilus,1
Oleiphilus,1
Dehalobacterium,1
Enterocloster,1
Actinopolyspora,1
Filimonas,1
Reinekea,1
Simonsiella,1
Salinicola,1
Carboxydocella,1
Yangia,1
Candidatus Fukatsuia,1
Bradymonas,1
Lachnoanaerobaculum,1
Phascolarctobacterium,1
Butyricimonas,2
Parasedimentitalea,1
Tissierella,1
Litorilituus,1
Fluviispira,1
Streptomonospora,1
Zhaonella,1
Acetilactobacillus,1
Natronorubrum,2
Polyangium,1
Caloramator,1
Chitinimonas,1
Mediterraneibacter,1
Schleiferilactobacillus,1
Nitrincola,1
Actinomadura,4
Lapidilactobacillus,1
Pseudobutyrivibrio,1
Bombella,1
Sulfuriroseicoccus,1
Tolypothrix,1
Oxynema,1
Amniculibacterium,1
Coprobacter,1
Amphritea,1
Niveibacterium,1
Longicatena,1
Pseudochrobactrum,3
Novisyntrophococcus,1
Granulicatella,2
Tannockella,1
Paradesulfovibrio (ex Waite et al. 2020),1
Wielerella,1
Methylobacter,1
Sellimonas,1
Petrocella,1
Lautropia,1
Rhodovastum,1
Tyzzerella,1
Thermomonosporaceae,3
Lactobacillaceae,26
Hahellaceae,1
Jonesiaceae,1
Streptosporangiaceae,3
Halobacteroidaceae,2
Barnesiellaceae,2
Oleiphilaceae,1
Actinopolysporaceae,1
Clostridiales Family XVI. Incertae Sedis,1
Silvanigrellaceae,1
Zhaonellaceae,1
Tolypothrichaceae,1
Actinopolysporales,1
Silvanigrellales,1
Alteromonas,15
Pseudomonas syringae,39
Streptococcaceae,2
Levilactobacillus brevis,21
Erwiniaceae,6
Eubacteriales,24
Leptotrichia,11
Pseudomonas protegens,19
Bifidobacterium pseudocatenulatum,9
Caballeronia,9
Erysipelatoclostridium,2
Lactococcus,15
Tenacibaculum,7
Enterococcaceae,4
Nocardiopsis,6
Candidatus Arthromitus,3
Peptococcaceae,7
Bacteroides thetaiotaomicron,10
Rhodococcus qingshengii,10
Halomonas,39
Veillonellaceae,3
Veillonellales,1
Lactobacillus gasseri,12
Cupriavidus oxalaticus,4
Erysipelatoclostridium ramosum,4
Paraglaciecola,4
Chryseobacterium,45
Carnobacteriaceae,5
Cupriavidus,15
Pseudomonas fluorescens,31
Burkholderia,49
Lactobacillus paragasseri,3
Enterococcus avium,3
Staphylococcus auricularis,3
Limosilactobacillus,8
Enterococcus,23
Arcobacteraceae,6
Sodalis,5
Bruguierivoracaceae,1
Listeria monocytogenes,275
Staphylococcus hominis,9
Actinoplanes,9
Arthrobacter,43
Lachnospiraceae,25
Streptococcus uberis,4
Desulfitobacterium hafniense,2
Streptococcus pasteurianus,2
Candidatus Arthromitus sp. SFB-mouse,2
Streptococcus iniae,6
Pseudomonas azotoformans,4
Pseudomonas koreensis,2
Lactobacillus amylolyticus,2
Streptococcus pluranimalium,2
Staphylococcus warneri,10
Chitinophaga oryzae,2
Burkholderia anthina,2
Pasteurella,6
Ketogulonicigenium,2
Blautia,8
Secundilactobacillus,2
Salinimonas,4
Rheinheimera,2
Neptunomonas,2
Megamonas,2
Coprococcus,2
Psychrosphaera,2
Desulfocapsaceae,3
Vallitaleaceae,2
Levilactobacillus,4
Staphylococcus capitis,7
Staphylococcus schleiferi,7
Staphylococcus caprae,5
Paenarthrobacter,5
Staphylococcus epidermidis,97
Staphylococcus argenteus,14
Pseudomonas,304
Streptococcus thermophilus,79
Negativicutes,3
[Brevibacterium] flavum,3
Staphylococcus agnetis,3
Aerococcus urinaeequi,3
Clostridium tyrobutyricum,3
Burkholderia latens,3
Staphylococcus roterodami,3
Butyrivibrio,3
Glutamicibacter,6
Anaerostipes,3
Aminipila,3
Halanaerobiales,3
Listeria,8
Staphylococcus aureus,812
Staphylococcus saprophyticus,16
Sphingobacterium,17
Desulfitobacteriaceae,4
Bacteroidaceae,2
Staphylococcus haemolyticus,20
Streptococcus porcinus,4
Vitreoscilla,4
Limosilactobacillus reuteri,31
Tissierellia,3
Staphylococcus lugdunensis,23
Pseudomonas fulva,5
Staphylococcus condimenti,5
Staphylococcus carnosus,6
Staphylococcus pasteuri,6
Streptococcus canis,6
Lactobacillus iners,6
Aggregatibacter,6
Malaciobacter,6
Streptococcus equi,29
Burkholderia ubonensis,7
Staphylococcus pseudintermedius,38
Acinetobacter pittii,30
Burkholderia ambifaria,8
Pasteurellaceae,15
Pasteurellales,1
Streptococcus pyogenes,251
Chryseobacterium indologenes,10
Neisseriales,2
Corynebacterium glutamicum,35
Lactococcus lactis,47
Mammaliicoccus sciuri,13
Streptococcus dysgalactiae,27
Burkholderia cepacia,18
Staphylococcus,58
Acinetobacter baumannii,408
Haemophilus influenzae,92
Paraburkholderia,26
Acinetobacter calcoaceticus,6
Acinetobacter tjernbergiae,1
Aquifex pyrophilus,1
Thermostaphylospora chromogena,1
Streptomyces griseus,3
Streptomyces nodosus,3
Pasteurella multocida,113
[Mannheimia] succiniciproducens,1
[Haemophilus] ducreyi,14
Lactococcus cremoris,25
Burkholderia cenocepacia,26
Streptomyces avermitilis,1
Symbiobacterium thermophilum,1
Bacteroides fragilis,23
Burkholderia lata,3
Paraburkholderia xenovorans,2
Paenarthrobacter aurescens,1
Actinobacillus pleuropneumoniae,33
Flavobacterium johnsoniae,1
Methylobacterium radiotolerans,2
Paraburkholderia phymatum,1
Desulforapulum autotrophicum,1
Azotobacter vinelandii,3
Glaesserella parasuis,23
Aggregatibacter aphrophilus,5
Chitinophaga pinensis,1
Alicyclobacillus acidocaldarius,2
Streptosporangium roseum,1
Acidaminococcus fermentans,2
Listeria seeligeri,2
Streptococcus gallolyticus,8
Listeria welshimeri,3
Streptomyces scabiei,1
Streptomyces bingchenggensis,1
Lacrimispora saccharolytica,1
Butyrivibrio proteoclasticus,1
Aggregatibacter actinomycetemcomitans,16
Streptomyces violaceusniger,1
Enterococcus faecium,252
Streptomyces sp. SirexAA-E,1
Corynebacterium variabile,1
Phocaeicola salanitronis,1
Listeria innocua,12
Acetoanaerobium sticklandii,1
Acinetobacter oleivorans,1
Glutamicibacter arilaitensis,1
Gallibacterium anatis,1
Haemophilus parainfluenzae,16
Streptomyces xinghaiensis,1
Ligilactobacillus ruminis,1
Acetivibrio clariflavus,1
Actinoplanes sp. SE50/110,2
Streptomyces cattleya,2
Desulfitobacterium dichloroeliminans,1
Desulfitobacterium dehalogenans,1
Listeria ivanovii,8
Pseudomonas mandelii,2
Streptomyces globisporus,2
Burkholderia sp. KJ006,1
Enterococcus hirae,18
Streptomyces auratus,1
Actinoplanes missouriensis,1
Streptomyces tsukubensis,4
Gottschalkia acidurici,1
Paraburkholderia phenoliruptrix,1
Amphibacillus xylanus,1
Carnobacterium maltaromaticum,2
Bibersteinia trehalosi,4
Paraglaciecola psychrophila,1
Mannheimia haemolytica,101
Streptomyces sp. PAMC 26508,1
Streptomyces microflavus,2
Streptomyces collinus,3
Enterococcus mundtii,6
Pseudomonas cichorii,3
Mannheimia sp. USDA-ARS-USMARC-1261,1
Mannheimia varigena,6
Paraburkholderia caribensis,6
Halomonas campaniensis,1
Burkholderia seminalis,2
Weissella ceti,3
Halomonas sp. KO116,1
Streptomyces lividans,4
Actinobacillus suis,2
Pseudomonas alkylphenolica,2
Pseudomonas cremoricolorata,1
Pseudomonas rhizosphaerae,1
Streptomyces glaucescens,1
Streptomyces sp. CCM_MD2014,1
Arthrobacter sp. PAMC 25486,1
Actinobacillus equuli,2
Streptomyces pluripotens,2
Acinetobacter nosocomialis,11
Staphylococcus hyicus,2
Azotobacter chroococcum,3
Chryseobacterium sp. StRB126,1
Pseudomonas sp. StFLB209,1
Streptomyces cyaneogriseus,1
Pseudomonas simiae,4
Burkholderia vietnamiensis,9
Paraburkholderia fungorum,1
Avibacterium paragallinarum,13
Streptomyces leeuwenhoekii,1
Chryseobacterium gallinarum,2
Burkholderia pyrrocinia,4
Burkholderia contaminans,8
Clostridium aceticum,1
Levilactobacillus koreensis,1
Enterococcus durans,5
Streptomyces ambofaciens,2
Corynebacterium deserti,1
Streptomyces pristinaespiralis,2
Streptomyces sp. CFMR 7,1
Arthrobacter sp. ERGS1:01,1
Psychrobacter urativorans,1
Glutamicibacter halophytocola,2
Lentibacillus amyloliquefaciens,1
Chryseobacterium sp. IHB B 17019,1
Paenibacillus sp. 32O-W,1
Paucibacter sp. KCTC 42545,1
Streptomyces sp. CdTB01,1
Burkholderia sp. NRF60-BP8,1
Burkholderia sp. LA-2-3-30-S1-D2,1
Burkholderia sp. MSMB0856,1
Streptomyces griseochromogenes,1
Pseudomonas sp. Os17,1
Pseudomonas sp. St29,1
Staphylococcus simulans,8
Pedobacter cryoconitis,1
Streptococcus halotolerans,1
Streptomyces sp. AgN23,1
Streptomyces qaidamensis,1
Serratia surfactantfaciens,1
Corynebacterium crudilactis,1
Pseudomonas antarctica,1
Halotalea alkalilenta,1
Streptomyces sp. RTd22,1
Marinobacterium aestuarii,1
Streptomyces sp. SAT1,1
Pseudomonas sp. DR 5-09,1
Pseudomonas sp. GR 6-02,1
Streptomyces parvulus,1
Latilactobacillus curvatus,13
Streptomyces lincolnensis,3
Rhizobium sp. S41,1
Streptomyces clavuligerus,15
Secundilactobacillus paracollinoides,3
Carnobacterium divergens,1
Burkholderia diffusa,1
Burkholderia territorii,1
Burkholderia pseudomultivorans,1
Burkholderia metallica,1
Burkholderia stagnalis,1
Streptomyces fodineus,1
Burkholderia stabilis,2
Streptomyces rubrolavendulae,1
Weissella soli,1
Colwellia sp. PAMC 20917,1
Streptomyces olivaceus,2
Thalassotalea crassostreae,1
Vagococcus teuberi,1
Virgibacillus sp. 6R,1
Staphylococcus succinus,1
Streptomyces sp. Tue 6075,1
Acinetobacter haemolyticus,13
Poseidonibacter parvus,1
Arthrobacter sp. QXT-31,1
Streptomyces alfalfae,3
Jeotgalibaca sp. PTS2502,1
Streptomyces autolyticus,1
Streptomyces pactum,1
Jeotgalibaca dankookensis,1
Polaribacter sp. BM10,1
Flavobacterium sp. KBS0721,1
Streptomyces niveus,1
'''Halomonas sp. ''''Soap Lake #7''''''',1
Pseudomonas sp. CC6-YY-74,1
Pseudomonas veronii,4
Comamonas kerstersii,2
Streptococcus sp. FDAARGOS_192,1
Cognaticolwellia beringensis,1
Acinetobacter lactucae,2
Streptomyces violaceoruber,1
Streptomyces gilvosporeus,1
Halomonas sp. GT,1
Kitasatospora albolonga,1
Streptomyces sp. S8,1
Staphylococcus lutrae,1
Ketogulonicigenium robustum,1
Acinetobacter sp. WCHA45,1
Streptomyces alboflavus,1
Staphylococcus pettenkoferi,2
Arthrobacter sp. YN,1
Nocardiopsis gilva,1
Streptomyces sp. CLI2509,1
Enterococcus thailandicus,1
Corynebacterium suranareeae,1
Labilibaculum antarcticum,1
Halomonas hydrothermalis,2
Staphylococcus nepalensis,3
Streptomyces formicae,2
Faecalibacterium prausnitzii,12
Pseudomonas sp. FDAARGOS_380,1
Streptomyces malaysiensis,2
Actinoplanes sp. SE50,1
Streptomyces peucetius,1
Streptomyces cavourensis,2
Streptomyces sp. M56,1
Pseudomonas sp. SGAir0191,1
Nostoc flagelliforme,1
Polaribacter sp. ALD11,1
Streptomyces sp. S063,1
Thalassospira marina,1
Pseudomonas sp. S06B 330,1
Glaesserella sp. 15-184,1
Virgibacillus dokdonensis,1
Liquorilactobacillus hordei,1
Liquorilactobacillus nagelii,1
Streptococcus parauberis,1
Streptomyces sp. SM18,1
Pseudomonas orientalis,6
Streptomyces sp. WAC00288,1
Streptomyces dengpaensis,1
Pseudomonas sp. LH1G9,1
Pseudomonas sp. LG1D9,1
Halomonas sp. GFAJ-1,1
Pseudomonas sp. MYb193,1
Staphylococcus cohnii,2
Haemophilus sp. oral taxon 036,1
Staphylococcus felis,2
Staphylococcus muscae,2
Fusobacterium gonidiaformans,1
Fusobacterium necrophorum,5
'''Halomonas sp. ''''Soap Lake #6''''''',1
Streptomyces sp. P3,1
Streptomyces lunaelactis,1
Colwellia sp. Arc7-D,1
Streptomyces nigra,1
Flavobacterium faecale,1
Flavobacterium kingsejongi,1
Actinobacillus porcitonsillarum,1
Streptomyces spongiicola,1
Flavobacterium crocinum,1
Pseudomonas sp. 31-12,1
Streptococcus sobrinus,6
Methylobacterium radiodurans,1
Streptomyces actuosus,1
Corynebacterium provencense,1
Burkholderia sp. JP2-270,1
Streptomyces cadmiisoli,1
Streptomyces sp. ST1015,1
Ligilactobacillus murinus,3
Pseudomonas sp. LG1E9,1
Flavobacterium fluviale,1
Paraburkholderia caledonica,1
Paraburkholderia graminis,1
Streptomyces sp. Go-475,1
Streptomyces atratus,1
Salicibibacter kimchii,1
Enterococcus gilvus,1
Streptomyces paludis,1
Malaciobacter halophilus,1
Malaciobacter mytili,1
Haemophilus haemolyticus,5
Pseudomonas kribbensis,2
Burkholderia sp. IDO3,1
Gallaecimonas mangrovi,1
Megasphaera stantonii,1
Paraburkholderia caffeinilytica,1
Streptomyces sp. CB09001,1
Streptomyces sp. CC0208,1
Malaciobacter marinus,1
Malaciobacter molluscorum,1
Streptomyces fradiae,3
Streptomyces griseorubiginosus,2
Streptomyces sp. 11-1-2,1
Halomonas alkaliphila,1
Lactococcus allomyrinae,1
Streptomyces fungicidicus,8
Virgibacillus sp. Bac332,1
Virgibacillus sp. Bac330,1
Streptomyces dangxiongensis,1
Glutamicibacter nicotianae,2
Actinoplanes teichomyceticus,1
Staphylococcus debuckii,1
Acinetobacter sp. FDAARGOS_560,1
Acinetobacter sp. FDAARGOS_494,1
Acinetobacter sp. FDAARGOS_493,1
Chryseobacterium arthrosphaerae,2
Chryseobacterium sp. G0201,1
Chryseobacterium lactis,2
Chryseobacterium indoltheticum,3
Pseudomonas sp. R5-89-07,1
Pseudomonas sp. R2-37-08W,1
Pseudomonas sp. R3-52-08,1
Pseudomonas sp. R3-18-08,1
Pseudomonas sp. R4-35-07,1
Pseudomonas sp. R1-43-08,1
Pseudomonas sp. R4-39-08,1
Pseudomonas sp. R11-23-07,1
Pseudomonas sp. R2-60-08W,1
Pseudomonas sp. R2-7-07,1
Pseudomonas sp. R4-34-07,1
Staphylospora marina,1
Streptomyces sp. WAC 01438,1
Streptomyces sp. WAC 01529,1
Streptomyces sp. KPB2,1
Halomonas venusta,3
Pseudomonas libanensis,1
Streptomyces aquilus,1
Undibacterium parvum,1
Jeotgalibaca ciconiae,1
Streptomyces cyaneochromogenes,1
Rheinheimera mangrovi,1
Streptomyces griseoviridis,2
Actinoplanes sp. OR16,1
Pseudomonas sp. RU47,1
Nocardioides yefusunii,1
Streptomyces sp. M2,1
Bacteroides sp. PHL 2737,1
Pseudomonas sp. DTU12.3,1
Streptomyces seoulensis,2
Pseudoalteromonas sp. DL-6,1
Sphingobacterium psychroaquaticum,1
Actinobacillus indolicus,1
Streptomyces sp. S501,1
Pseudomonas sp. S150,1
Thalassotalea sp. HSM 43,1
Streptomyces sp. SS52,1
Tenacibaculum maritimum,2
Streptomyces hawaiiensis,1
Psychroserpens sp. NJDZ02,1
Desulfosediminicola ganghwensis,1
Streptomyces sp. SGAir0924,1
Streptomyces exfoliatus,1
Streptomyces sp. So13.3,1
Burkholderia sp. KBS0801,1
Pseudomonas sp. ATCC 43928,1
Streptomyces sp. YIM 121038,1
Sutterella faecalis,1
Pseudomonas sp. NIBRBAC000502773,1
Halomonas titanicae,3
Swingsia samuiensis,1
Salicibibacter halophilus,1
Lactococcus protaetiae,1
Streptomyces sp. RLB1-8,1
Streptomyces sp. RLB3-17,1
Streptomyces sp. S1A1-8,1
Streptomyces sp. RLB1-9,1
Streptomyces sp. S1D4-14,1
Thalassotalea sp. PS06,1
Catenovulum sediminis,1
Streptomyces spectabilis,2
Staphylococcus chromogenes,2
Streptomyces qinzhouensis,1
Malaciobacter canalis,1
Enterococcus sp. DA9,1
Haemophilus parahaemolyticus,2
Flavobacterium nitrogenifigens,1
Glutamicibacter sp. ZJUTW,1
Acinetobacter sp. C16S1,1
Streptomyces tendae,1
Streptomyces alboniger,1
Streptomyces prasinus,1
Streptomyces kanamyceticus,1
Streptomyces viridosporus,1
Streptomyces nitrosporeus,1
Streptomyces galilaeus,1
Streptomyces coeruleorubidus,1
Aliarcobacter cibarius,2
Skermanella pratensis,1
Streptomyces coelicolor,3
Latilactobacillus graminis,1
Liquorilactobacillus mali,1
Streptomyces phaeolivaceus,1
Pseudomonas sp. SCB32,1
Streptomyces cinereoruber,1
Azotobacter salinestris,1
Halomonas sp. THAF12,1
Limosilactobacillus pontis,1
Streptomyces sp. SYP-A7193,1
Streptomyces fagopyri,1
Pseudomonas sp. CFSAN084952,1
Otariodibacter oris,1
Arthrobacter sp. AQ5-05,1
Corynebacterium occultum,1
Streptomyces ficellus,1
Massilia flava,1
Streptomyces sp. QHH-9511,1
Paraburkholderia acidisoli,1
Myroides fluvii,1
Streptomyces broussonetiae,1
Cobetia sp. L2A1,1
Formosa sp. L2A11,1
Pseudomonas sp. J380,1
Mannheimia ovis,1
Streptomyces sp. Tu 2975,1
Pseudomonas sp. R84,1
Halomonas meridiana,3
Streptomyces sp. HM190,1
Pseudomonas sp. R32,1
Pseudomonas sp. S35,1
Pseudomonas sp. S49,1
Streptomyces sp. NHF165,1
Pseudomonas sp. DTU12.1,1
Acinetobacter gyllenbergii,1
Acinetobacter dispersus,1
Ligilactobacillus animalis,1
Streptomyces antimycoticus,1
Vibrio ponticus,1
Aminipila terrae,1
Staphylococcus sp. MI 10-1553,1
Streptomyces sp. S4.7,1
Faecalibacterium duncaniae,1
Amedibacterium intestinale,2
Rodentibacter heylii,1
Caloranaerobacter azorensis,1
Streptomyces aureoverticillatus,1
Megamonas funiformis,3
Aminipila butyrica,1
Bacteroides sp. ZJ-18,1
Jeotgalibaca arthritidis,1
Jeotgalibaca porci,1
Enterococcus saigonensis,1
Frederiksenia canicola,1
Mannheimia granulomatis,2
Basfia succiniciproducens,1
Streptomyces sp. VN1,1
Streptomyces liangshanensis,1
Streptomyces sp. DSM 40868,1
Streptomyces antibioticus,1
Streptomyces sp. RPA4-2,1
Streptomyces sp. RLB1-33,1
Streptomyces sp. S1D4-11,1
Halomonas piezotolerans,2
Polaromonas vacuolata,1
Pseudomonas sp. ADAK7,1
Pseudomonas sp. ADAK21,1
Pseudomonas sp. ADAK2,1
Pseudomonas sp. ADAK20,1
Streptomyces sp. Z423-1,1
Streptomyces sp. jing01,1
Streptomyces asoensis,1
Pseudoarcobacter acticola,1
Arcobacter venerupis,1
Pseudomonas sp. B14-6,1
Pseudomonas sp. 43A,1
Streptomyces sp. NA02950,1
Streptomyces sp. NA02536,1
Streptomyces sp. NA04227,1
Streptomyces buecherae,2
Streptomyces sp. NA03103,1
Lentibacillus sp. CBA3610,1
Bisgaardia hudsonensis,1
Mannheimia pernigra,3
Streptomyces sp. Rer75,1
Streptomyces sp. NEAU-sy36,1
Paraburkholderia sp. PGU16,1
Arsenophonus endosymbiont of Aphis craccivora,1
Staphylococcus sp. 17KM0847,1
Ligilactobacillus saerimneri,1
Burkholderia sp. MBR-1,1
Flavobacterium sp. xlx-214,1
Alysiella filiformis,2
Levilactobacillus suantsaii,1
Mammaliicoccus lentus,1
Paenarthrobacter ureafaciens,4
Pseudomonas sp. 29A,1
Acinetobacter sp. BEC1-S18-ESBL-01,1
Massilia sp. Se16.2.3,1
Massilia sp. Dwa41.01b,1
Streptomyces finlayi,1
Anaerocolumna cellulosilytica,1
Anaerocolumna chitinilytica,1
Halomonas sp. SH5A2,1
Pseudomonas sp. OE 28.3,1
Pseudomonas salmasensis,1
Pseudomonas tensinigenes,1
Pseudomonas zeae,1
Pseudomonas monsensis,1
Pseudomonas vanderleydeniana,1
Pseudomonas xantholysinigenes,1
Streptomyces genisteinicus,1
Streptomyces roseirectus,1
Streptomyces sp. CB00271,1
Mannheimia bovis,1
Streptomyces tuirus,1
Streptomyces aurantiacus,1
Tepiditoga spiralis,1
Acinetobacter seifertii,25
Pseudomonas sp. IzPS59,1
Pseudomonas gozinkensis,1
Pseudomonas allokribbensis,1
Thalassotalea sp. LPB0316,1
Streptomyces ferrugineus,1
Streptomyces chromofuscus,1
Kaistella flava (ex Peng et al. 2021),1
Acinetobacter sp. Ac-14,1
Pseudomonas sp. OST1909,1
Rodentibacter haemolyticus,1
Streptomyces solisilvae,1
Halomonas sp. A40-4,1
Enterococcus lactis,7
Staphylococcus lloydii,1
Streptomyces bathyalis,1
Aggregatibacter segnis,2
Flocculibacter collagenilyticus,1
Salicibibacter cibarius,1
Salicibibacter cibi,1
Neptunomonas japonica,1
Streptomyces sp. HSG2,1
Streptomyces liliifuscus,1
Pseudomonas sp. SW-3,1
Myroides odoratus,2
Staphylococcus sp. T93,1
Streptomyces sp. SN-593,1
Streptomyces pratensis,1
Alicyclobacillus sp. TC,1
Pseudomonas granadensis,1
Glutamicibacter protophormiae,1
Burkholderia sp. MS389,1
Burkholderia sp. MS455,1
Coprococcus comes,1
Streptomyces californicus,5
Lactococcus taiwanensis,2
Pseudomonas sp. SDM007,1
Staphylococcus sp. SB1-57,1
Streptomyces sp. M54,1
Staphylococcus simiae,2
Arthrobacter sp. D5-1,1
Streptomyces sp. CA-256286,1
Streptomyces cyanogenus,1
Psychrosphaera ytuae,1
Mannheimia sp. ZY171111,1
Parabacteroides goldsteinii,2
Streptomyces sp. LBUM 1482,1
Streptomyces sp. LBUM 1480,1
Streptomyces sp. LBUM 1475,1
Rhodoferax sp. PAMC 29310,1
Streptomyces yatensis,1
Virgibacillus pantothenticus,1
Aggregatibacter sp. oral taxon 513,1
Streptomyces sp. A2-16,1
Vallitalea guaymasensis,1
Vallitalea pronyensis,1
Staphylococcus delphini,3
Chitinophaga sp. KRA15-503,1
Parabacteroides merdae,3
Streptomyces mirabilis,1
Streptomyces sp. V17-9,1
Actinoplanes ianthinogenes,1
Pseudomonas sp. Seg1,1
Pseudomonas sp. Ost2,1
Pseudomonas qingdaonensis,1
Pseudomonas sp. SORT22,1
Psychrobacter sp. WY6,1
Acinetobacter sp. BHS4,1
Weissella sp. W-1,1
Streptomyces sp. MG62,1
Staphylococcus sp. MZ8,1
Staphylococcus sp. MZ3,1
Staphylococcus sp. MZ1,1
Arthrobacter jiangjiafuii,1
Arthrobacter sunyaminii,1
Streptomyces sp. YPW6,1
Chryseobacterium sp. PCH239,1
Pasteurella sp. XG20,1
Pseudomonas sp. AN-B15,1
Streptomyces sp. GMY02,1
Pseudomonas muyukensis,1
Pseudomonas asgharzadehiana,1
Pseudomonas xanthosomae,1
Pseudomonas fakonensis,1
Enterococcus raffinosus,2
Halomonas sp. 18071143,1
Polaribacter sp. NJDZ03,1
Winogradskyella sp. HaHa_3_26,1
Olleya sp. HaHaR_3_96,1
Streptomyces sp. WY228,1
Chryseobacterium sp. D764,1
Streptomyces anulatus,2
Arthrobacter sp. PAMC25284,1
Pseudomonas sp. S11A 273,1
Streptomyces sp. MG28,1
Cupriavidus pinatubonensis,1
Pseudomonas germanica,1
Streptomyces sp. EAS-AB2608,1
Actinoplanes sp. L3-i22,1
Pseudomonas sp. 3-2,1
Halomonas profundi,1
Streptococcus halichoeri,1
Pseudomonas sp. DR48,1
Pseudomonas sp. SC3(2021),1
Haemophilus aegyptius,3
Arthrobacter sp. NtRootA1,1
Arthrobacter sp. StoSoilA2,1
Arthrobacter sp. StoSoilB20,1
Streptomyces sp. 135,1
Pasteurella canis,5
Streptomyces sp. A144,1
Comamonas odontotermitis,1
Pseudomonas sp. p1(2021b),1
Streptomyces sp. WA6-1-16,1
Pseudomonas sp. MM213,1
Pseudomonas sp. L5B5,1
Shinella sp. XGS7,1
Pseudomonas sp. IAC-BECa141,1
Halomonas sp. FeN2,1
Halomonas sp. NyZ770,1
Prevotella copri,1
Parabacteroides johnsonii,1
Pseudomonas sp. HN8-3,1
Burkholderia sp. B21-007,1
Burkholderia sp. B21-005,1
